id,university_id,faculty_id,department_id,code,name,level,credits,semester,course_type
atu_applied_sciences_and_technology_statistics_course_1,atu,atu_applied_sciences_and_technology,atu_applied_sciences_and_technology_statistics,S101,Probability,100,3,Semester 1,core
atu_applied_sciences_and_technology_statistics_course_2,atu,atu_applied_sciences_and_technology,atu_applied_sciences_and_technology_statistics,S102,Statistical Inference,200,3,Semester 2,core
atu_applied_sciences_and_technology_statistics_course_3,atu,atu_applied_sciences_and_technology,atu_applied_sciences_and_technology_statistics,S103,Regression Analysis,300,3,Semester 1,core
atu_applied_sciences_and_technology_statistics_course_4,atu,atu_applied_sciences_and_technology,atu_applied_sciences_and_technology_statistics,S104,Sampling Methods,400,3,Semester 2,core
atu_applied_sciences_and_technology_computer_science_course_1,atu,atu_applied_sciences_and_technology,atu_applied_sciences_and_technology_computer_science,CS101,Programming Fundamentals,100,3,Semester 1,core
atu_applied_sciences_and_technology_computer_science_course_2,atu,atu_applied_sciences_and_technology,atu_applied_sciences_and_technology_computer_science,CS102,Data Structures and Algorithms,200,3,Semester 2,core
atu_applied_sciences_and_technology_computer_science_course_3,atu,atu_applied_sciences_and_technology,atu_applied_sciences_and_technology_computer_science,CS103,Database Systems,300,3,Semester 1,core
atu_applied_sciences_and_technology_computer_science_course_4,atu,atu_applied_sciences_and_technology,atu_applied_sciences_and_technology_computer_science,CS104,Operating Systems,400,3,Semester 2,core
atu_applied_sciences_and_technology_food_technology_course_1,atu,atu_applied_sciences_and_technology,atu_applied_sciences_and_technology_food_technology,FT101,Food Chemistry,100,3,Semester 1,core
atu_applied_sciences_and_technology_food_technology_course_2,atu,atu_applied_sciences_and_technology,atu_applied_sciences_and_technology_food_technology,FT102,Food Microbiology,200,3,Semester 2,core
atu_applied_sciences_and_technology_food_technology_course_3,atu,atu_applied_sciences_and_technology,atu_applied_sciences_and_technology_food_technology,FT103,Food Processing,300,3,Semester 1,core
atu_applied_sciences_and_technology_food_technology_course_4,atu,atu_applied_sciences_and_technology,atu_applied_sciences_and_technology_food_technology,FT104,Quality Assurance,400,3,Semester 2,core
atu_business_and_management_studies_accounting_course_1,atu,atu_business_and_management_studies,atu_business_and_management_studies_accounting,A101,Financial Accounting,100,3,Semester 1,core
atu_business_and_management_studies_accounting_course_2,atu,atu_business_and_management_studies,atu_business_and_management_studies_accounting,A102,Cost Accounting,200,3,Semester 2,core
atu_business_and_management_studies_accounting_course_3,atu,atu_business_and_management_studies,atu_business_and_management_studies_accounting,A103,Auditing,300,3,Semester 1,core
atu_business_and_management_studies_accounting_course_4,atu,atu_business_and_management_studies,atu_business_and_management_studies_accounting,A104,Taxation,400,3,Semester 2,core
atu_business_and_management_studies_banking_and_finance_course_1,atu,atu_business_and_management_studies,atu_business_and_management_studies_banking_and_finance,BAF101,Corporate Finance,100,3,Semester 1,core
atu_business_and_management_studies_banking_and_finance_course_2,atu,atu_business_and_management_studies,atu_business_and_management_studies_banking_and_finance,BAF102,Financial Markets,200,3,Semester 2,core
atu_business_and_management_studies_banking_and_finance_course_3,atu,atu_business_and_management_studies,atu_business_and_management_studies_banking_and_finance,BAF103,Investment Analysis,300,3,Semester 1,core
atu_business_and_management_studies_banking_and_finance_course_4,atu,atu_business_and_management_studies,atu_business_and_management_studies_banking_and_finance,BAF104,Risk Management,400,3,Semester 2,core
atu_business_and_management_studies_marketing_course_1,atu,atu_business_and_management_studies,atu_business_and_management_studies_marketing,M101,Principles of Marketing,100,3,Semester 1,core
atu_business_and_management_studies_marketing_course_2,atu,atu_business_and_management_studies,atu_business_and_management_studies_marketing,M102,Consumer Behaviour,200,3,Semester 2,core
atu_business_and_management_studies_marketing_course_3,atu,atu_business_and_management_studies,atu_business_and_management_studies_marketing,M103,Digital Marketing,300,3,Semester 1,core
atu_business_and_management_studies_marketing_course_4,atu,atu_business_and_management_studies,atu_business_and_management_studies_marketing,M104,Sales Management,400,3,Semester 2,core
atu_business_and_management_studies_human_resource_management_course_1,atu,atu_business_and_management_studies,atu_business_and_management_studies_human_resource_management,HRM101,Organizational Behaviour,100,3,Semester 1,core
atu_business_and_management_studies_human_resource_management_course_2,atu,atu_business_and_management_studies,atu_business_and_management_studies_human_resource_management,HRM102,Recruitment and Selection,200,3,Semester 2,core
atu_business_and_management_studies_human_resource_management_course_3,atu,atu_business_and_management_studies,atu_business_and_management_studies_human_resource_management,HRM103,Labour Relations,300,3,Semester 1,core
atu_business_and_management_studies_human_resource_management_course_4,atu,atu_business_and_management_studies,atu_business_and_management_studies_human_resource_management,HRM104,Performance Management,400,3,Semester 2,core
atu_business_and_management_studies_procurement_and_supply_chain_course_1,atu,atu_business_and_management_studies,atu_business_and_management_studies_procurement_and_supply_chain,PASC101,Procurement Principles,100,3,Semester 1,core
atu_business_and_management_studies_procurement_and_supply_chain_course_2,atu,atu_business_and_management_studies,atu_business_and_management_studies_procurement_and_supply_chain,PASC102,Logistics Management,200,3,Semester 2,core
atu_business_and_management_studies_procurement_and_supply_chain_course_3,atu,atu_business_and_management_studies,atu_business_and_management_studies_procurement_and_supply_chain,PASC103,Inventory Control,300,3,Semester 1,core
atu_business_and_management_studies_procurement_and_supply_chain_course_4,atu,atu_business_and_management_studies,atu_business_and_management_studies_procurement_and_supply_chain,PASC104,Contract Management,400,3,Semester 2,core
atu_business_and_management_studies_business_administration_course_1,atu,atu_business_and_management_studies,atu_business_and_management_studies_business_administration,BA101,Business Law,100,3,Semester 1,core
atu_business_and_management_studies_business_administration_course_2,atu,atu_business_and_management_studies,atu_business_and_management_studies_business_administration,BA102,Entrepreneurship,200,3,Semester 2,core
atu_business_and_management_studies_business_administration_course_3,atu,atu_business_and_management_studies,atu_business_and_management_studies_business_administration,BA103,Strategic Management,300,3,Semester 1,core
atu_business_and_management_studies_business_administration_course_4,atu,atu_business_and_management_studies,atu_business_and_management_studies_business_administration,BA104,Operations Management,400,3,Semester 2,core
atu_engineering_and_built_environment_civil_engineering_course_1,atu,atu_engineering_and_built_environment,atu_engineering_and_built_environment_civil_engineering,CE101,Structural Analysis,100,3,Semester 1,core
atu_engineering_and_built_environment_civil_engineering_course_2,atu,atu_engineering_and_built_environment,atu_engineering_and_built_environment_civil_engineering,CE102,Surveying,200,3,Semester 2,core
atu_engineering_and_built_environment_civil_engineering_course_3,atu,atu_engineering_and_built_environment,atu_engineering_and_built_environment_civil_engineering,CE103,Construction Materials,300,3,Semester 1,core
atu_engineering_and_built_environment_civil_engineering_course_4,atu,atu_engineering_and_built_environment,atu_engineering_and_built_environment_civil_engineering,CE104,Transportation Engineering,400,3,Semester 2,core
atu_engineering_and_built_environment_electrical_and_electronic_engineering_course_1,atu,atu_engineering_and_built_environment,atu_engineering_and_built_environment_electrical_and_electronic_engineering,EAEE101,Circuit Theory,100,3,Semester 1,core
atu_engineering_and_built_environment_electrical_and_electronic_engineering_course_2,atu,atu_engineering_and_built_environment,atu_engineering_and_built_environment_electrical_and_electronic_engineering,EAEE102,Digital Electronics,200,3,Semester 2,core
atu_engineering_and_built_environment_electrical_and_electronic_engineering_course_3,atu,atu_engineering_and_built_environment,atu_engineering_and_built_environment_electrical_and_electronic_engineering,EAEE103,Power Systems,300,3,Semester 1,core
atu_engineering_and_built_environment_electrical_and_electronic_engineering_course_4,atu,atu_engineering_and_built_environment,atu_engineering_and_built_environment_electrical_and_electronic_engineering,EAEE104,Control Systems,400,3,Semester 2,core
atu_engineering_and_built_environment_mechanical_engineering_course_1,atu,atu_engineering_and_built_environment,atu_engineering_and_built_environment_mechanical_engineering,ME101,Thermodynamics,100,3,Semester 1,core
atu_engineering_and_built_environment_mechanical_engineering_course_2,atu,atu_engineering_and_built_environment,atu_engineering_and_built_environment_mechanical_engineering,ME102,Fluid Mechanics,200,3,Semester 2,core
atu_engineering_and_built_environment_mechanical_engineering_course_3,atu,atu_engineering_and_built_environment,atu_engineering_and_built_environment_mechanical_engineering,ME103,Machine Design,300,3,Semester 1,core
atu_engineering_and_built_environment_mechanical_engineering_course_4,atu,atu_engineering_and_built_environment,atu_engineering_and_built_environment_mechanical_engineering,ME104,Manufacturing Processes,400,3,Semester 2,core
atu_engineering_and_built_environment_computer_engineering_course_1,atu,atu_engineering_and_built_environment,atu_engineering_and_built_environment_computer_engineering,CE101,Embedded Systems,100,3,Semester 1,core
atu_engineering_and_built_environment_computer_engineering_course_2,atu,atu_engineering_and_built_environment,atu_engineering_and_built_environment_computer_engineering,CE102,Computer Architecture,200,3,Semester 2,core
atu_engineering_and_built_environment_computer_engineering_course_3,atu,atu_engineering_and_built_environment,atu_engineering_and_built_environment_computer_engineering,CE103,Microprocessors,300,3,Semester 1,core
atu_engineering_and_built_environment_computer_engineering_course_4,atu,atu_engineering_and_built_environment,atu_engineering_and_built_environment_computer_engineering,CE104,Digital Systems,400,3,Semester 2,core
atu_engineering_and_built_environment_building_technology_course_1,atu,atu_engineering_and_built_environment,atu_engineering_and_built_environment_building_technology,BT101,Building Construction,100,3,Semester 1,core
atu_engineering_and_built_environment_building_technology_course_2,atu,atu_engineering_and_built_environment,atu_engineering_and_built_environment_building_technology,BT102,Quantity Surveying,200,3,Semester 2,core
atu_engineering_and_built_environment_building_technology_course_3,atu,atu_engineering_and_built_environment,atu_engineering_and_built_environment_building_technology,BT103,Construction Management,300,3,Semester 1,core
atu_engineering_and_built_environment_building_technology_course_4,atu,atu_engineering_and_built_environment,atu_engineering_and_built_environment_building_technology,BT104,Building Services,400,3,Semester 2,core
atu_creative_arts_and_applied_design_graphic_design_course_1,atu,atu_creative_arts_and_applied_design,atu_creative_arts_and_applied_design_graphic_design,GD101,Typography,100,3,Semester 1,core
atu_creative_arts_and_applied_design_graphic_design_course_2,atu,atu_creative_arts_and_applied_design,atu_creative_arts_and_applied_design_graphic_design,GD102,Brand Identity,200,3,Semester 2,core
atu_creative_arts_and_applied_design_graphic_design_course_3,atu,atu_creative_arts_and_applied_design,atu_creative_arts_and_applied_design_graphic_design,GD103,Digital Illustration,300,3,Semester 1,core
atu_creative_arts_and_applied_design_graphic_design_course_4,atu,atu_creative_arts_and_applied_design,atu_creative_arts_and_applied_design_graphic_design,GD104,Layout Design,400,3,Semester 2,core
atu_creative_arts_and_applied_design_fashion_design_course_1,atu,atu_creative_arts_and_applied_design,atu_creative_arts_and_applied_design_fashion_design,FD101,Pattern Drafting,100,3,Semester 1,core
atu_creative_arts_and_applied_design_fashion_design_course_2,atu,atu_creative_arts_and_applied_design,atu_creative_arts_and_applied_design_fashion_design,FD102,Garment Construction,200,3,Semester 2,core
atu_creative_arts_and_applied_design_fashion_design_course_3,atu,atu_creative_arts_and_applied_design,atu_creative_arts_and_applied_design_fashion_design,FD103,Textile Studies,300,3,Semester 1,core
atu_creative_arts_and_applied_design_fashion_design_course_4,atu,atu_creative_arts_and_applied_design,atu_creative_arts_and_applied_design_fashion_design,FD104,Fashion Illustration,400,3,Semester 2,core
atu_creative_arts_and_applied_design_industrial_art_course_1,atu,atu_creative_arts_and_applied_design,atu_creative_arts_and_applied_design_industrial_art,IA101,Product Design,100,3,Semester 1,core
atu_creative_arts_and_applied_design_industrial_art_course_2,atu,atu_creative_arts_and_applied_design,atu_creative_arts_and_applied_design_industrial_art,IA102,Ceramics,200,3,Semester 2,core
atu_creative_arts_and_applied_design_industrial_art_course_3,atu,atu_creative_arts_and_applied_design,atu_creative_arts_and_applied_design_industrial_art,IA103,Metal Work,300,3,Semester 1,core
atu_creative_arts_and_applied_design_industrial_art_course_4,atu,atu_creative_arts_and_applied_design,atu_creative_arts_and_applied_design_industrial_art,IA104,Art History,400,3,Semester 2,core
atu_creative_arts_and_applied_design_music_and_performing_arts_course_1,atu,atu_creative_arts_and_applied_design,atu_creative_arts_and_applied_design_music_and_performing_arts,MAPA101,Music Theory,100,3,Semester 1,core
atu_creative_arts_and_applied_design_music_and_performing_arts_course_2,atu,atu_creative_arts_and_applied_design,atu_creative_arts_and_applied_design_music_and_performing_arts,MAPA102,Drama,200,3,Semester 2,core
atu_creative_arts_and_applied_design_music_and_performing_arts_course_3,atu,atu_creative_arts_and_applied_design,atu_creative_arts_and_applied_design_music_and_performing_arts,MAPA103,Stage Performance,300,3,Semester 1,core
atu_creative_arts_and_applied_design_music_and_performing_arts_course_4,atu,atu_creative_arts_and_applied_design,atu_creative_arts_and_applied_design_music_and_performing_arts,MAPA104,Choir Direction,400,3,Semester 2,core
atu_hospitality_tourism_and_fashion_hospitality_management_course_1,atu,atu_hospitality_tourism_and_fashion,atu_hospitality_tourism_and_fashion_hospitality_management,HM101,Food and Beverage Management,100,3,Semester 1,core
atu_hospitality_tourism_and_fashion_hospitality_management_course_2,atu,atu_hospitality_tourism_and_fashion,atu_hospitality_tourism_and_fashion_hospitality_management,HM102,Hotel Operations,200,3,Semester 2,core
atu_hospitality_tourism_and_fashion_hospitality_management_course_3,atu,atu_hospitality_tourism_and_fashion,atu_hospitality_tourism_and_fashion_hospitality_management,HM103,Customer Service,300,3,Semester 1,core
atu_hospitality_tourism_and_fashion_hospitality_management_course_4,atu,atu_hospitality_tourism_and_fashion,atu_hospitality_tourism_and_fashion_hospitality_management,HM104,Event Management,400,3,Semester 2,core
atu_hospitality_tourism_and_fashion_tourism_management_course_1,atu,atu_hospitality_tourism_and_fashion,atu_hospitality_tourism_and_fashion_tourism_management,TM101,Tourism Geography,100,3,Semester 1,core
atu_hospitality_tourism_and_fashion_tourism_management_course_2,atu,atu_hospitality_tourism_and_fashion,atu_hospitality_tourism_and_fashion_tourism_management,TM102,Tour Operations,200,3,Semester 2,core
atu_hospitality_tourism_and_fashion_tourism_management_course_3,atu,atu_hospitality_tourism_and_fashion,atu_hospitality_tourism_and_fashion_tourism_management,TM103,Eco-Tourism,300,3,Semester 1,core
atu_hospitality_tourism_and_fashion_tourism_management_course_4,atu,atu_hospitality_tourism_and_fashion,atu_hospitality_tourism_and_fashion_tourism_management,TM104,Destination Management,400,3,Semester 2,core
atu_hospitality_tourism_and_fashion_fashion_design_and_textiles_course_1,atu,atu_hospitality_tourism_and_fashion,atu_hospitality_tourism_and_fashion_fashion_design_and_textiles,FDAT101,Textile Design,100,3,Semester 1,core
atu_hospitality_tourism_and_fashion_fashion_design_and_textiles_course_2,atu,atu_hospitality_tourism_and_fashion,atu_hospitality_tourism_and_fashion_fashion_design_and_textiles,FDAT102,Garment Construction,200,3,Semester 2,core
atu_hospitality_tourism_and_fashion_fashion_design_and_textiles_course_3,atu,atu_hospitality_tourism_and_fashion,atu_hospitality_tourism_and_fashion_fashion_design_and_textiles,FDAT103,Fashion Business,300,3,Semester 1,core
atu_hospitality_tourism_and_fashion_fashion_design_and_textiles_course_4,atu,atu_hospitality_tourism_and_fashion,atu_hospitality_tourism_and_fashion_fashion_design_and_textiles,FDAT104,Pattern Making,400,3,Semester 2,core
kstu_applied_sciences_and_technology_applied_mathematics_course_1,kstu,kstu_applied_sciences_and_technology,kstu_applied_sciences_and_technology_applied_mathematics,AM101,Applied Calculus,100,3,Semester 1,core
kstu_applied_sciences_and_technology_applied_mathematics_course_2,kstu,kstu_applied_sciences_and_technology,kstu_applied_sciences_and_technology_applied_mathematics,AM102,Numerical Methods,200,3,Semester 2,core
kstu_applied_sciences_and_technology_applied_mathematics_course_3,kstu,kstu_applied_sciences_and_technology,kstu_applied_sciences_and_technology_applied_mathematics,AM103,Optimization,300,3,Semester 1,core
kstu_applied_sciences_and_technology_applied_mathematics_course_4,kstu,kstu_applied_sciences_and_technology,kstu_applied_sciences_and_technology_applied_mathematics,AM104,Mathematical Modelling,400,3,Semester 2,core
kstu_applied_sciences_and_technology_laboratory_technology_course_1,kstu,kstu_applied_sciences_and_technology,kstu_applied_sciences_and_technology_laboratory_technology,LT101,Laboratory Practice,100,3,Semester 1,core
kstu_applied_sciences_and_technology_laboratory_technology_course_2,kstu,kstu_applied_sciences_and_technology,kstu_applied_sciences_and_technology_laboratory_technology,LT102,Analytical Techniques,200,3,Semester 2,core
kstu_applied_sciences_and_technology_laboratory_technology_course_3,kstu,kstu_applied_sciences_and_technology,kstu_applied_sciences_and_technology_laboratory_technology,LT103,Instrumentation,300,3,Semester 1,core
kstu_applied_sciences_and_technology_laboratory_technology_course_4,kstu,kstu_applied_sciences_and_technology,kstu_applied_sciences_and_technology_laboratory_technology,LT104,Quality Control,400,3,Semester 2,core
kstu_applied_sciences_and_technology_statistics_course_1,kstu,kstu_applied_sciences_and_technology,kstu_applied_sciences_and_technology_statistics,S101,Probability,100,3,Semester 1,core
kstu_applied_sciences_and_technology_statistics_course_2,kstu,kstu_applied_sciences_and_technology,kstu_applied_sciences_and_technology_statistics,S102,Statistical Inference,200,3,Semester 2,core
kstu_applied_sciences_and_technology_statistics_course_3,kstu,kstu_applied_sciences_and_technology,kstu_applied_sciences_and_technology_statistics,S103,Regression Analysis,300,3,Semester 1,core
kstu_applied_sciences_and_technology_statistics_course_4,kstu,kstu_applied_sciences_and_technology,kstu_applied_sciences_and_technology_statistics,S104,Sampling Methods,400,3,Semester 2,core
kstu_applied_sciences_and_technology_computer_science_course_1,kstu,kstu_applied_sciences_and_technology,kstu_applied_sciences_and_technology_computer_science,CS101,Programming Fundamentals,100,3,Semester 1,core
kstu_applied_sciences_and_technology_computer_science_course_2,kstu,kstu_applied_sciences_and_technology,kstu_applied_sciences_and_technology_computer_science,CS102,Data Structures and Algorithms,200,3,Semester 2,core
kstu_applied_sciences_and_technology_computer_science_course_3,kstu,kstu_applied_sciences_and_technology,kstu_applied_sciences_and_technology_computer_science,CS103,Database Systems,300,3,Semester 1,core
kstu_applied_sciences_and_technology_computer_science_course_4,kstu,kstu_applied_sciences_and_technology,kstu_applied_sciences_and_technology_computer_science,CS104,Operating Systems,400,3,Semester 2,core
kstu_applied_sciences_and_technology_food_technology_course_1,kstu,kstu_applied_sciences_and_technology,kstu_applied_sciences_and_technology_food_technology,FT101,Food Chemistry,100,3,Semester 1,core
kstu_applied_sciences_and_technology_food_technology_course_2,kstu,kstu_applied_sciences_and_technology,kstu_applied_sciences_and_technology_food_technology,FT102,Food Microbiology,200,3,Semester 2,core
kstu_applied_sciences_and_technology_food_technology_course_3,kstu,kstu_applied_sciences_and_technology,kstu_applied_sciences_and_technology_food_technology,FT103,Food Processing,300,3,Semester 1,core
kstu_applied_sciences_and_technology_food_technology_course_4,kstu,kstu_applied_sciences_and_technology,kstu_applied_sciences_and_technology_food_technology,FT104,Quality Assurance,400,3,Semester 2,core
kstu_business_and_management_studies_accounting_course_1,kstu,kstu_business_and_management_studies,kstu_business_and_management_studies_accounting,A101,Financial Accounting,100,3,Semester 1,core
kstu_business_and_management_studies_accounting_course_2,kstu,kstu_business_and_management_studies,kstu_business_and_management_studies_accounting,A102,Cost Accounting,200,3,Semester 2,core
kstu_business_and_management_studies_accounting_course_3,kstu,kstu_business_and_management_studies,kstu_business_and_management_studies_accounting,A103,Auditing,300,3,Semester 1,core
kstu_business_and_management_studies_accounting_course_4,kstu,kstu_business_and_management_studies,kstu_business_and_management_studies_accounting,A104,Taxation,400,3,Semester 2,core
kstu_business_and_management_studies_banking_and_finance_course_1,kstu,kstu_business_and_management_studies,kstu_business_and_management_studies_banking_and_finance,BAF101,Corporate Finance,100,3,Semester 1,core
kstu_business_and_management_studies_banking_and_finance_course_2,kstu,kstu_business_and_management_studies,kstu_business_and_management_studies_banking_and_finance,BAF102,Financial Markets,200,3,Semester 2,core
kstu_business_and_management_studies_banking_and_finance_course_3,kstu,kstu_business_and_management_studies,kstu_business_and_management_studies_banking_and_finance,BAF103,Investment Analysis,300,3,Semester 1,core
kstu_business_and_management_studies_banking_and_finance_course_4,kstu,kstu_business_and_management_studies,kstu_business_and_management_studies_banking_and_finance,BAF104,Risk Management,400,3,Semester 2,core
kstu_business_and_management_studies_marketing_course_1,kstu,kstu_business_and_management_studies,kstu_business_and_management_studies_marketing,M101,Principles of Marketing,100,3,Semester 1,core
kstu_business_and_management_studies_marketing_course_2,kstu,kstu_business_and_management_studies,kstu_business_and_management_studies_marketing,M102,Consumer Behaviour,200,3,Semester 2,core
kstu_business_and_management_studies_marketing_course_3,kstu,kstu_business_and_management_studies,kstu_business_and_management_studies_marketing,M103,Digital Marketing,300,3,Semester 1,core
kstu_business_and_management_studies_marketing_course_4,kstu,kstu_business_and_management_studies,kstu_business_and_management_studies_marketing,M104,Sales Management,400,3,Semester 2,core
kstu_business_and_management_studies_human_resource_management_course_1,kstu,kstu_business_and_management_studies,kstu_business_and_management_studies_human_resource_management,HRM101,Organizational Behaviour,100,3,Semester 1,core
kstu_business_and_management_studies_human_resource_management_course_2,kstu,kstu_business_and_management_studies,kstu_business_and_management_studies_human_resource_management,HRM102,Recruitment and Selection,200,3,Semester 2,core
kstu_business_and_management_studies_human_resource_management_course_3,kstu,kstu_business_and_management_studies,kstu_business_and_management_studies_human_resource_management,HRM103,Labour Relations,300,3,Semester 1,core
kstu_business_and_management_studies_human_resource_management_course_4,kstu,kstu_business_and_management_studies,kstu_business_and_management_studies_human_resource_management,HRM104,Performance Management,400,3,Semester 2,core
kstu_business_and_management_studies_procurement_and_supply_chain_course_1,kstu,kstu_business_and_management_studies,kstu_business_and_management_studies_procurement_and_supply_chain,PASC101,Procurement Principles,100,3,Semester 1,core
kstu_business_and_management_studies_procurement_and_supply_chain_course_2,kstu,kstu_business_and_management_studies,kstu_business_and_management_studies_procurement_and_supply_chain,PASC102,Logistics Management,200,3,Semester 2,core
kstu_business_and_management_studies_procurement_and_supply_chain_course_3,kstu,kstu_business_and_management_studies,kstu_business_and_management_studies_procurement_and_supply_chain,PASC103,Inventory Control,300,3,Semester 1,core
kstu_business_and_management_studies_procurement_and_supply_chain_course_4,kstu,kstu_business_and_management_studies,kstu_business_and_management_studies_procurement_and_supply_chain,PASC104,Contract Management,400,3,Semester 2,core
kstu_business_and_management_studies_business_administration_course_1,kstu,kstu_business_and_management_studies,kstu_business_and_management_studies_business_administration,BA101,Business Law,100,3,Semester 1,core
kstu_business_and_management_studies_business_administration_course_2,kstu,kstu_business_and_management_studies,kstu_business_and_management_studies_business_administration,BA102,Entrepreneurship,200,3,Semester 2,core
kstu_business_and_management_studies_business_administration_course_3,kstu,kstu_business_and_management_studies,kstu_business_and_management_studies_business_administration,BA103,Strategic Management,300,3,Semester 1,core
kstu_business_and_management_studies_business_administration_course_4,kstu,kstu_business_and_management_studies,kstu_business_and_management_studies_business_administration,BA104,Operations Management,400,3,Semester 2,core
kstu_engineering_and_built_environment_civil_engineering_course_1,kstu,kstu_engineering_and_built_environment,kstu_engineering_and_built_environment_civil_engineering,CE101,Structural Analysis,100,3,Semester 1,core
kstu_engineering_and_built_environment_civil_engineering_course_2,kstu,kstu_engineering_and_built_environment,kstu_engineering_and_built_environment_civil_engineering,CE102,Surveying,200,3,Semester 2,core
kstu_engineering_and_built_environment_civil_engineering_course_3,kstu,kstu_engineering_and_built_environment,kstu_engineering_and_built_environment_civil_engineering,CE103,Construction Materials,300,3,Semester 1,core
kstu_engineering_and_built_environment_civil_engineering_course_4,kstu,kstu_engineering_and_built_environment,kstu_engineering_and_built_environment_civil_engineering,CE104,Transportation Engineering,400,3,Semester 2,core
kstu_engineering_and_built_environment_electrical_and_electronic_engineering_course_1,kstu,kstu_engineering_and_built_environment,kstu_engineering_and_built_environment_electrical_and_electronic_engineering,EAEE101,Circuit Theory,100,3,Semester 1,core
kstu_engineering_and_built_environment_electrical_and_electronic_engineering_course_2,kstu,kstu_engineering_and_built_environment,kstu_engineering_and_built_environment_electrical_and_electronic_engineering,EAEE102,Digital Electronics,200,3,Semester 2,core
kstu_engineering_and_built_environment_electrical_and_electronic_engineering_course_3,kstu,kstu_engineering_and_built_environment,kstu_engineering_and_built_environment_electrical_and_electronic_engineering,EAEE103,Power Systems,300,3,Semester 1,core
kstu_engineering_and_built_environment_electrical_and_electronic_engineering_course_4,kstu,kstu_engineering_and_built_environment,kstu_engineering_and_built_environment_electrical_and_electronic_engineering,EAEE104,Control Systems,400,3,Semester 2,core
kstu_engineering_and_built_environment_mechanical_engineering_course_1,kstu,kstu_engineering_and_built_environment,kstu_engineering_and_built_environment_mechanical_engineering,ME101,Thermodynamics,100,3,Semester 1,core
kstu_engineering_and_built_environment_mechanical_engineering_course_2,kstu,kstu_engineering_and_built_environment,kstu_engineering_and_built_environment_mechanical_engineering,ME102,Fluid Mechanics,200,3,Semester 2,core
kstu_engineering_and_built_environment_mechanical_engineering_course_3,kstu,kstu_engineering_and_built_environment,kstu_engineering_and_built_environment_mechanical_engineering,ME103,Machine Design,300,3,Semester 1,core
kstu_engineering_and_built_environment_mechanical_engineering_course_4,kstu,kstu_engineering_and_built_environment,kstu_engineering_and_built_environment_mechanical_engineering,ME104,Manufacturing Processes,400,3,Semester 2,core
kstu_engineering_and_built_environment_computer_engineering_course_1,kstu,kstu_engineering_and_built_environment,kstu_engineering_and_built_environment_computer_engineering,CE101,Embedded Systems,100,3,Semester 1,core
kstu_engineering_and_built_environment_computer_engineering_course_2,kstu,kstu_engineering_and_built_environment,kstu_engineering_and_built_environment_computer_engineering,CE102,Computer Architecture,200,3,Semester 2,core
kstu_engineering_and_built_environment_computer_engineering_course_3,kstu,kstu_engineering_and_built_environment,kstu_engineering_and_built_environment_computer_engineering,CE103,Microprocessors,300,3,Semester 1,core
kstu_engineering_and_built_environment_computer_engineering_course_4,kstu,kstu_engineering_and_built_environment,kstu_engineering_and_built_environment_computer_engineering,CE104,Digital Systems,400,3,Semester 2,core
kstu_engineering_and_built_environment_building_technology_course_1,kstu,kstu_engineering_and_built_environment,kstu_engineering_and_built_environment_building_technology,BT101,Building Construction,100,3,Semester 1,core
kstu_engineering_and_built_environment_building_technology_course_2,kstu,kstu_engineering_and_built_environment,kstu_engineering_and_built_environment_building_technology,BT102,Quantity Surveying,200,3,Semester 2,core
kstu_engineering_and_built_environment_building_technology_course_3,kstu,kstu_engineering_and_built_environment,kstu_engineering_and_built_environment_building_technology,BT103,Construction Management,300,3,Semester 1,core
kstu_engineering_and_built_environment_building_technology_course_4,kstu,kstu_engineering_and_built_environment,kstu_engineering_and_built_environment_building_technology,BT104,Building Services,400,3,Semester 2,core
kstu_creative_arts_and_applied_design_graphic_design_course_1,kstu,kstu_creative_arts_and_applied_design,kstu_creative_arts_and_applied_design_graphic_design,GD101,Typography,100,3,Semester 1,core
kstu_creative_arts_and_applied_design_graphic_design_course_2,kstu,kstu_creative_arts_and_applied_design,kstu_creative_arts_and_applied_design_graphic_design,GD102,Brand Identity,200,3,Semester 2,core
kstu_creative_arts_and_applied_design_graphic_design_course_3,kstu,kstu_creative_arts_and_applied_design,kstu_creative_arts_and_applied_design_graphic_design,GD103,Digital Illustration,300,3,Semester 1,core
kstu_creative_arts_and_applied_design_graphic_design_course_4,kstu,kstu_creative_arts_and_applied_design,kstu_creative_arts_and_applied_design_graphic_design,GD104,Layout Design,400,3,Semester 2,core
kstu_creative_arts_and_applied_design_fashion_design_course_1,kstu,kstu_creative_arts_and_applied_design,kstu_creative_arts_and_applied_design_fashion_design,FD101,Pattern Drafting,100,3,Semester 1,core
kstu_creative_arts_and_applied_design_fashion_design_course_2,kstu,kstu_creative_arts_and_applied_design,kstu_creative_arts_and_applied_design_fashion_design,FD102,Garment Construction,200,3,Semester 2,core
kstu_creative_arts_and_applied_design_fashion_design_course_3,kstu,kstu_creative_arts_and_applied_design,kstu_creative_arts_and_applied_design_fashion_design,FD103,Textile Studies,300,3,Semester 1,core
kstu_creative_arts_and_applied_design_fashion_design_course_4,kstu,kstu_creative_arts_and_applied_design,kstu_creative_arts_and_applied_design_fashion_design,FD104,Fashion Illustration,400,3,Semester 2,core
