id,university_id,faculty_id,name
aamusted_health_sciences_health_information_management,aamusted,aamusted_health_sciences,Health Information Management
aamusted_arts_humanities_and_social_sciences_political_science,aamusted,aamusted_arts_humanities_and_social_sciences,Political Science
aamusted_arts_humanities_and_social_sciences_economics,aamusted,aamusted_arts_humanities_and_social_sciences,Economics
aamusted_arts_humanities_and_social_sciences_sociology,aamusted,aamusted_arts_humanities_and_social_sciences,Sociology
aamusted_arts_humanities_and_social_sciences_psychology,aamusted,aamusted_arts_humanities_and_social_sciences,Psychology
aamusted_arts_humanities_and_social_sciences_languages,aamusted,aamusted_arts_humanities_and_social_sciences,Languages
aamusted_arts_humanities_and_social_sciences_history,aamusted,aamusted_arts_humanities_and_social_sciences,History
aamusted_education_educational_studies,aamusted,aamusted_education,Educational Studies
aamusted_education_curriculum_and_instruction,aamusted,aamusted_education,Curriculum and Instruction
aamusted_education_educational_leadership,aamusted,aamusted_education,Educational Leadership
aamusted_education_guidance_and_counselling,aamusted,aamusted_education,Guidance and Counselling
aamusted_natural_and_applied_sciences_mathematics,aamusted,aamusted_natural_and_applied_sciences,Mathematics
aamusted_natural_and_applied_sciences_statistics,aamusted,aamusted_natural_and_applied_sciences,Statistics
aamusted_natural_and_applied_sciences_physics,aamusted,aamusted_natural_and_applied_sciences,Physics
aamusted_natural_and_applied_sciences_chemistry,aamusted,aamusted_natural_and_applied_sciences,Chemistry
aamusted_natural_and_applied_sciences_biological_sciences,aamusted,aamusted_natural_and_applied_sciences,Biological Sciences
aamusted_natural_and_applied_sciences_environmental_science,aamusted,aamusted_natural_and_applied_sciences,Environmental Science
gctu_business_and_management_studies_accounting,gctu,gctu_business_and_management_studies,Accounting
gctu_business_and_management_studies_banking_and_finance,gctu,gctu_business_and_management_studies,Banking and Finance
gctu_business_and_management_studies_marketing,gctu,gctu_business_and_management_studies,Marketing
gctu_business_and_management_studies_human_resource_management,gctu,gctu_business_and_management_studies,Human Resource Management
gctu_business_and_management_studies_procurement_and_supply_chain,gctu,gctu_business_and_management_studies,Procurement and Supply Chain
gctu_business_and_management_studies_business_administration,gctu,gctu_business_and_management_studies,Business Administration
gctu_computing_and_information_technology_computer_science,gctu,gctu_computing_and_information_technology,Computer Science
gctu_computing_and_information_technology_information_technology,gctu,gctu_computing_and_information_technology,Information Technology
gctu_computing_and_information_technology_information_systems,gctu,gctu_computing_and_information_technology,Information Systems
gctu_computing_and_information_technology_cybersecurity,gctu,gctu_computing_and_information_technology,Cybersecurity
gctu_computing_and_information_technology_data_science,gctu,gctu_computing_and_information_technology,Data Science
gctu_computing_and_information_technology_software_engineering,gctu,gctu_computing_and_information_technology,Software Engineering
gctu_engineering_and_built_environment_civil_engineering,gctu,gctu_engineering_and_built_environment,Civil Engineering
gctu_engineering_and_built_environment_electrical_and_electronic_engineering,gctu,gctu_engineering_and_built_environment,Electrical and Electronic Engineering
gctu_engineering_and_built_environment_mechanical_engineering,gctu,gctu_engineering_and_built_environment,Mechanical Engineering
gctu_engineering_and_built_environment_computer_engineering,gctu,gctu_engineering_and_built_environment,Computer Engineering
gctu_engineering_and_built_environment_building_technology,gctu,gctu_engineering_and_built_environment,Building Technology
gctu_health_sciences_nursing,gctu,gctu_health_sciences,Nursing
gctu_health_sciences_midwifery,gctu,gctu_health_sciences,Midwifery
gctu_health_sciences_public_health,gctu,gctu_health_sciences,Public Health
gctu_health_sciences_medical_laboratory_science,gctu,gctu_health_sciences,Medical Laboratory Science
gctu_health_sciences_physician_assistantship,gctu,gctu_health_sciences,Physician Assistantship
gctu_health_sciences_health_information_management,gctu,gctu_health_sciences,Health Information Management
gctu_arts_humanities_and_social_sciences_political_science,gctu,gctu_arts_humanities_and_social_sciences,Political Science
gctu_arts_humanities_and_social_sciences_economics,gctu,gctu_arts_humanities_and_social_sciences,Economics
gctu_arts_humanities_and_social_sciences_sociology,gctu,gctu_arts_humanities_and_social_sciences,Sociology
gctu_arts_humanities_and_social_sciences_psychology,gctu,gctu_arts_humanities_and_social_sciences,Psychology
gctu_arts_humanities_and_social_sciences_languages,gctu,gctu_arts_humanities_and_social_sciences,Languages
gctu_arts_humanities_and_social_sciences_history,gctu,gctu_arts_humanities_and_social_sciences,History
gctu_education_educational_studies,gctu,gctu_education,Educational Studies
gctu_education_curriculum_and_instruction,gctu,gctu_education,Curriculum and Instruction
gctu_education_educational_leadership,gctu,gctu_education,Educational Leadership
gctu_education_guidance_and_counselling,gctu,gctu_education,Guidance and Counselling
gctu_natural_and_applied_sciences_mathematics,gctu,gctu_natural_and_applied_sciences,Mathematics
gctu_natural_and_applied_sciences_statistics,gctu,gctu_natural_and_applied_sciences,Statistics
gctu_natural_and_applied_sciences_physics,gctu,gctu_natural_and_applied_sciences,Physics
gctu_natural_and_applied_sciences_chemistry,gctu,gctu_natural_and_applied_sciences,Chemistry
gctu_natural_and_applied_sciences_biological_sciences,gctu,gctu_natural_and_applied_sciences,Biological Sciences
gctu_natural_and_applied_sciences_environmental_science,gctu,gctu_natural_and_applied_sciences,Environmental Science
unimac_business_and_management_studies_accounting,unimac,unimac_business_and_management_studies,Accounting
unimac_business_and_management_studies_banking_and_finance,unimac,unimac_business_and_management_studies,Banking and Finance
unimac_business_and_management_studies_marketing,unimac,unimac_business_and_management_studies,Marketing
unimac_business_and_management_studies_human_resource_management,unimac,unimac_business_and_management_studies,Human Resource Management
unimac_business_and_management_studies_procurement_and_supply_chain,unimac,unimac_business_and_management_studies,Procurement and Supply Chain
unimac_business_and_management_studies_business_administration,unimac,unimac_business_and_management_studies,Business Administration
unimac_computing_and_information_technology_computer_science,unimac,unimac_computing_and_information_technology,Computer Science
unimac_computing_and_information_technology_information_technology,unimac,unimac_computing_and_information_technology,Information Technology
unimac_computing_and_information_technology_information_systems,unimac,unimac_computing_and_information_technology,Information Systems
unimac_computing_and_information_technology_cybersecurity,unimac,unimac_computing_and_information_technology,Cybersecurity
unimac_computing_and_information_technology_data_science,unimac,unimac_computing_and_information_technology,Data Science
unimac_computing_and_information_technology_software_engineering,unimac,unimac_computing_and_information_technology,Software Engineering
unimac_engineering_and_built_environment_civil_engineering,unimac,unimac_engineering_and_built_environment,Civil Engineering
unimac_engineering_and_built_environment_electrical_and_electronic_engineering,unimac,unimac_engineering_and_built_environment,Electrical and Electronic Engineering
unimac_engineering_and_built_environment_mechanical_engineering,unimac,unimac_engineering_and_built_environment,Mechanical Engineering
unimac_engineering_and_built_environment_computer_engineering,unimac,unimac_engineering_and_built_environment,Computer Engineering
unimac_engineering_and_built_environment_building_technology,unimac,unimac_engineering_and_built_environment,Building Technology
unimac_health_sciences_nursing,unimac,unimac_health_sciences,Nursing
unimac_health_sciences_midwifery,unimac,unimac_health_sciences,Midwifery
unimac_health_sciences_public_health,unimac,unimac_health_sciences,Public Health
unimac_health_sciences_medical_laboratory_science,unimac,unimac_health_sciences,Medical Laboratory Science
unimac_health_sciences_physician_assistantship,unimac,unimac_health_sciences,Physician Assistantship
unimac_health_sciences_health_information_management,unimac,unimac_health_sciences,Health Information Management
unimac_arts_humanities_and_social_sciences_political_science,unimac,unimac_arts_humanities_and_social_sciences,Political Science
unimac_arts_humanities_and_social_sciences_economics,unimac,unimac_arts_humanities_and_social_sciences,Economics
unimac_arts_humanities_and_social_sciences_sociology,unimac,unimac_arts_humanities_and_social_sciences,Sociology
unimac_arts_humanities_and_social_sciences_psychology,unimac,unimac_arts_humanities_and_social_sciences,Psychology
unimac_arts_humanities_and_social_sciences_languages,unimac,unimac_arts_humanities_and_social_sciences,Languages
unimac_arts_humanities_and_social_sciences_history,unimac,unimac_arts_humanities_and_social_sciences,History
unimac_education_educational_studies,unimac,unimac_education,Educational Studies
unimac_education_curriculum_and_instruction,unimac,unimac_education,Curriculum and Instruction
unimac_education_educational_leadership,unimac,unimac_education,Educational Leadership
unimac_education_guidance_and_counselling,unimac,unimac_education,Guidance and Counselling
unimac_natural_and_applied_sciences_mathematics,unimac,unimac_natural_and_applied_sciences,Mathematics
unimac_natural_and_applied_sciences_statistics,unimac,unimac_natural_and_applied_sciences,Statistics
unimac_natural_and_applied_sciences_physics,unimac,unimac_natural_and_applied_sciences,Physics
unimac_natural_and_applied_sciences_chemistry,unimac,unimac_natural_and_applied_sciences,Chemistry
unimac_natural_and_applied_sciences_biological_sciences,unimac,unimac_natural_and_applied_sciences,Biological Sciences
unimac_natural_and_applied_sciences_environmental_science,unimac,unimac_natural_and_applied_sciences,Environmental Science
atu_applied_sciences_and_technology_applied_mathematics,atu,atu_applied_sciences_and_technology,Applied Mathematics
atu_applied_sciences_and_technology_laboratory_technology,atu,atu_applied_sciences_and_technology,Laboratory Technology
atu_applied_sciences_and_technology_statistics,atu,atu_applied_sciences_and_technology,Statistics
atu_applied_sciences_and_technology_computer_science,atu,atu_applied_sciences_and_technology,Computer Science
atu_applied_sciences_and_technology_food_technology,atu,atu_applied_sciences_and_technology,Food Technology
atu_business_and_management_studies_accounting,atu,atu_business_and_management_studies,Accounting
atu_business_and_management_studies_banking_and_finance,atu,atu_business_and_management_studies,Banking and Finance
atu_business_and_management_studies_marketing,atu,atu_business_and_management_studies,Marketing
atu_business_and_management_studies_human_resource_management,atu,atu_business_and_management_studies,Human Resource Management
atu_business_and_management_studies_procurement_and_supply_chain,atu,atu_business_and_management_studies,Procurement and Supply Chain
atu_business_and_management_studies_business_administration,atu,atu_business_and_management_studies,Business Administration
atu_engineering_and_built_environment_civil_engineering,atu,atu_engineering_and_built_environment,Civil Engineering
atu_engineering_and_built_environment_electrical_and_electronic_engineering,atu,atu_engineering_and_built_environment,Electrical and Electronic Engineering
atu_engineering_and_built_environment_mechanical_engineering,atu,atu_engineering_and_built_environment,Mechanical Engineering
atu_engineering_and_built_environment_computer_engineering,atu,atu_engineering_and_built_environment,Computer Engineering
atu_engineering_and_built_environment_building_technology,atu,atu_engineering_and_built_environment,Building Technology
atu_creative_arts_and_applied_design_graphic_design,atu,atu_creative_arts_and_applied_design,Graphic Design
atu_creative_arts_and_applied_design_fashion_design,atu,atu_creative_arts_and_applied_design,Fashion Design
atu_creative_arts_and_applied_design_industrial_art,atu,atu_creative_arts_and_applied_design,Industrial Art
atu_creative_arts_and_applied_design_music_and_performing_arts,atu,atu_creative_arts_and_applied_design,Music and Performing Arts
atu_hospitality_tourism_and_fashion_hospitality_management,atu,atu_hospitality_tourism_and_fashion,Hospitality Management
atu_hospitality_tourism_and_fashion_tourism_management,atu,atu_hospitality_tourism_and_fashion,Tourism Management
atu_hospitality_tourism_and_fashion_fashion_design_and_textiles,atu,atu_hospitality_tourism_and_fashion,Fashion Design and Textiles
kstu_applied_sciences_and_technology_applied_mathematics,kstu,kstu_applied_sciences_and_technology,Applied Mathematics
kstu_applied_sciences_and_technology_laboratory_technology,kstu,kstu_applied_sciences_and_technology,Laboratory Technology
kstu_applied_sciences_and_technology_statistics,kstu,kstu_applied_sciences_and_technology,Statistics
kstu_applied_sciences_and_technology_computer_science,kstu,kstu_applied_sciences_and_technology,Computer Science
kstu_applied_sciences_and_technology_food_technology,kstu,kstu_applied_sciences_and_technology,Food Technology
kstu_business_and_management_studies_accounting,kstu,kstu_business_and_management_studies,Accounting
kstu_business_and_management_studies_banking_and_finance,kstu,kstu_business_and_management_studies,Banking and Finance
kstu_business_and_management_studies_marketing,kstu,kstu_business_and_management_studies,Marketing
kstu_business_and_management_studies_human_resource_management,kstu,kstu_business_and_management_studies,Human Resource Management
kstu_business_and_management_studies_procurement_and_supply_chain,kstu,kstu_business_and_management_studies,Procurement and Supply Chain
kstu_business_and_management_studies_business_administration,kstu,kstu_business_and_management_studies,Business Administration
kstu_engineering_and_built_environment_civil_engineering,kstu,kstu_engineering_and_built_environment,Civil Engineering
kstu_engineering_and_built_environment_electrical_and_electronic_engineering,kstu,kstu_engineering_and_built_environment,Electrical and Electronic Engineering
kstu_engineering_and_built_environment_mechanical_engineering,kstu,kstu_engineering_and_built_environment,Mechanical Engineering
kstu_engineering_and_built_environment_computer_engineering,kstu,kstu_engineering_and_built_environment,Computer Engineering
kstu_engineering_and_built_environment_building_technology,kstu,kstu_engineering_and_built_environment,Building Technology
kstu_creative_arts_and_applied_design_graphic_design,kstu,kstu_creative_arts_and_applied_design,Graphic Design
kstu_creative_arts_and_applied_design_fashion_design,kstu,kstu_creative_arts_and_applied_design,Fashion Design
kstu_creative_arts_and_applied_design_industrial_art,kstu,kstu_creative_arts_and_applied_design,Industrial Art
kstu_creative_arts_and_applied_design_music_and_performing_arts,kstu,kstu_creative_arts_and_applied_design,Music and Performing Arts
kstu_hospitality_tourism_and_fashion_hospitality_management,kstu,kstu_hospitality_tourism_and_fashion,Hospitality Management
kstu_hospitality_tourism_and_fashion_tourism_management,kstu,kstu_hospitality_tourism_and_fashion,Tourism Management
kstu_hospitality_tourism_and_fashion_fashion_design_and_textiles,kstu,kstu_hospitality_tourism_and_fashion,Fashion Design and Textiles
ttu_applied_sciences_and_technology_applied_mathematics,ttu,ttu_applied_sciences_and_technology,Applied Mathematics
ttu_applied_sciences_and_technology_laboratory_technology,ttu,ttu_applied_sciences_and_technology,Laboratory Technology
ttu_applied_sciences_and_technology_statistics,ttu,ttu_applied_sciences_and_technology,Statistics
ttu_applied_sciences_and_technology_computer_science,ttu,ttu_applied_sciences_and_technology,Computer Science
ttu_applied_sciences_and_technology_food_technology,ttu,ttu_applied_sciences_and_technology,Food Technology
ttu_business_and_management_studies_accounting,ttu,ttu_business_and_management_studies,Accounting
ttu_business_and_management_studies_banking_and_finance,ttu,ttu_business_and_management_studies,Banking and Finance
ttu_business_and_management_studies_marketing,ttu,ttu_business_and_management_studies,Marketing
ttu_business_and_management_studies_human_resource_management,ttu,ttu_business_and_management_studies,Human Resource Management
ttu_business_and_management_studies_procurement_and_supply_chain,ttu,ttu_business_and_management_studies,Procurement and Supply Chain
ttu_business_and_management_studies_business_administration,ttu,ttu_business_and_management_studies,Business Administration
ttu_engineering_and_built_environment_civil_engineering,ttu,ttu_engineering_and_built_environment,Civil Engineering
ttu_engineering_and_built_environment_electrical_and_electronic_engineering,ttu,ttu_engineering_and_built_environment,Electrical and Electronic Engineering
ttu_engineering_and_built_environment_mechanical_engineering,ttu,ttu_engineering_and_built_environment,Mechanical Engineering
ttu_engineering_and_built_environment_computer_engineering,ttu,ttu_engineering_and_built_environment,Computer Engineering
ttu_engineering_and_built_environment_building_technology,ttu,ttu_engineering_and_built_environment,Building Technology
ttu_creative_arts_and_applied_design_graphic_design,ttu,ttu_creative_arts_and_applied_design,Graphic Design
ttu_creative_arts_and_applied_design_fashion_design,ttu,ttu_creative_arts_and_applied_design,Fashion Design
ttu_creative_arts_and_applied_design_industrial_art,ttu,ttu_creative_arts_and_applied_design,Industrial Art
ttu_creative_arts_and_applied_design_music_and_performing_arts,ttu,ttu_creative_arts_and_applied_design,Music and Performing Arts
ttu_hospitality_tourism_and_fashion_hospitality_management,ttu,ttu_hospitality_tourism_and_fashion,Hospitality Management
ttu_hospitality_tourism_and_fashion_tourism_management,ttu,ttu_hospitality_tourism_and_fashion,Tourism Management
ttu_hospitality_tourism_and_fashion_fashion_design_and_textiles,ttu,ttu_hospitality_tourism_and_fashion,Fashion Design and Textiles
ktu_applied_sciences_and_technology_applied_mathematics,ktu,ktu_applied_sciences_and_technology,Applied Mathematics
ktu_applied_sciences_and_technology_laboratory_technology,ktu,ktu_applied_sciences_and_technology,Laboratory Technology
ktu_applied_sciences_and_technology_statistics,ktu,ktu_applied_sciences_and_technology,Statistics
ktu_applied_sciences_and_technology_computer_science,ktu,ktu_applied_sciences_and_technology,Computer Science
ktu_applied_sciences_and_technology_food_technology,ktu,ktu_applied_sciences_and_technology,Food Technology
ktu_business_and_management_studies_accounting,ktu,ktu_business_and_management_studies,Accounting
ktu_business_and_management_studies_banking_and_finance,ktu,ktu_business_and_management_studies,Banking and Finance
ktu_business_and_management_studies_marketing,ktu,ktu_business_and_management_studies,Marketing
ktu_business_and_management_studies_human_resource_management,ktu,ktu_business_and_management_studies,Human Resource Management
ktu_business_and_management_studies_procurement_and_supply_chain,ktu,ktu_business_and_management_studies,Procurement and Supply Chain
ktu_business_and_management_studies_business_administration,ktu,ktu_business_and_management_studies,Business Administration
ktu_engineering_and_built_environment_civil_engineering,ktu,ktu_engineering_and_built_environment,Civil Engineering
ktu_engineering_and_built_environment_electrical_and_electronic_engineering,ktu,ktu_engineering_and_built_environment,Electrical and Electronic Engineering
ktu_engineering_and_built_environment_mechanical_engineering,ktu,ktu_engineering_and_built_environment,Mechanical Engineering
ktu_engineering_and_built_environment_computer_engineering,ktu,ktu_engineering_and_built_environment,Computer Engineering
ktu_engineering_and_built_environment_building_technology,ktu,ktu_engineering_and_built_environment,Building Technology
ktu_creative_arts_and_applied_design_graphic_design,ktu,ktu_creative_arts_and_applied_design,Graphic Design
ktu_creative_arts_and_applied_design_fashion_design,ktu,ktu_creative_arts_and_applied_design,Fashion Design
ktu_creative_arts_and_applied_design_industrial_art,ktu,ktu_creative_arts_and_applied_design,Industrial Art
ktu_creative_arts_and_applied_design_music_and_performing_arts,ktu,ktu_creative_arts_and_applied_design,Music and Performing Arts
ktu_hospitality_tourism_and_fashion_hospitality_management,ktu,ktu_hospitality_tourism_and_fashion,Hospitality Management
ktu_hospitality_tourism_and_fashion_tourism_management,ktu,ktu_hospitality_tourism_and_fashion,Tourism Management
ktu_hospitality_tourism_and_fashion_fashion_design_and_textiles,ktu,ktu_hospitality_tourism_and_fashion,Fashion Design and Textiles
htu_applied_sciences_and_technology_applied_mathematics,htu,htu_applied_sciences_and_technology,Applied Mathematics
htu_applied_sciences_and_technology_laboratory_technology,htu,htu_applied_sciences_and_technology,Laboratory Technology
htu_applied_sciences_and_technology_statistics,htu,htu_applied_sciences_and_technology,Statistics
htu_applied_sciences_and_technology_computer_science,htu,htu_applied_sciences_and_technology,Computer Science
htu_applied_sciences_and_technology_food_technology,htu,htu_applied_sciences_and_technology,Food Technology
htu_business_and_management_studies_accounting,htu,htu_business_and_management_studies,Accounting
htu_business_and_management_studies_banking_and_finance,htu,htu_business_and_management_studies,Banking and Finance
htu_business_and_management_studies_marketing,htu,htu_business_and_management_studies,Marketing
htu_business_and_management_studies_human_resource_management,htu,htu_business_and_management_studies,Human Resource Management
htu_business_and_management_studies_procurement_and_supply_chain,htu,htu_business_and_management_studies,Procurement and Supply Chain
htu_business_and_management_studies_business_administration,htu,htu_business_and_management_studies,Business Administration
htu_engineering_and_built_environment_civil_engineering,htu,htu_engineering_and_built_environment,Civil Engineering
htu_engineering_and_built_environment_electrical_and_electronic_engineering,htu,htu_engineering_and_built_environment,Electrical and Electronic Engineering
htu_engineering_and_built_environment_mechanical_engineering,htu,htu_engineering_and_built_environment,Mechanical Engineering
htu_engineering_and_built_environment_computer_engineering,htu,htu_engineering_and_built_environment,Computer Engineering
htu_engineering_and_built_environment_building_technology,htu,htu_engineering_and_built_environment,Building Technology
htu_creative_arts_and_applied_design_graphic_design,htu,htu_creative_arts_and_applied_design,Graphic Design
htu_creative_arts_and_applied_design_fashion_design,htu,htu_creative_arts_and_applied_design,Fashion Design
htu_creative_arts_and_applied_design_industrial_art,htu,htu_creative_arts_and_applied_design,Industrial Art
htu_creative_arts_and_applied_design_music_and_performing_arts,htu,htu_creative_arts_and_applied_design,Music and Performing Arts
htu_hospitality_tourism_and_fashion_hospitality_management,htu,htu_hospitality_tourism_and_fashion,Hospitality Management
htu_hospitality_tourism_and_fashion_tourism_management,htu,htu_hospitality_tourism_and_fashion,Tourism Management
htu_hospitality_tourism_and_fashion_fashion_design_and_textiles,htu,htu_hospitality_tourism_and_fashion,Fashion Design and Textiles
tatu_applied_sciences_and_technology_applied_mathematics,tatu,tatu_applied_sciences_and_technology,Applied Mathematics
tatu_applied_sciences_and_technology_laboratory_technology,tatu,tatu_applied_sciences_and_technology,Laboratory Technology
tatu_applied_sciences_and_technology_statistics,tatu,tatu_applied_sciences_and_technology,Statistics
tatu_applied_sciences_and_technology_computer_science,tatu,tatu_applied_sciences_and_technology,Computer Science
tatu_applied_sciences_and_technology_food_technology,tatu,tatu_applied_sciences_and_technology,Food Technology
tatu_business_and_management_studies_accounting,tatu,tatu_business_and_management_studies,Accounting
tatu_business_and_management_studies_banking_and_finance,tatu,tatu_business_and_management_studies,Banking and Finance
tatu_business_and_management_studies_marketing,tatu,tatu_business_and_management_studies,Marketing
tatu_business_and_management_studies_human_resource_management,tatu,tatu_business_and_management_studies,Human Resource Management
tatu_business_and_management_studies_procurement_and_supply_chain,tatu,tatu_business_and_management_studies,Procurement and Supply Chain
tatu_business_and_management_studies_business_administration,tatu,tatu_business_and_management_studies,Business Administration
tatu_engineering_and_built_environment_civil_engineering,tatu,tatu_engineering_and_built_environment,Civil Engineering
tatu_engineering_and_built_environment_electrical_and_electronic_engineering,tatu,tatu_engineering_and_built_environment,Electrical and Electronic Engineering
tatu_engineering_and_built_environment_mechanical_engineering,tatu,tatu_engineering_and_built_environment,Mechanical Engineering
tatu_engineering_and_built_environment_computer_engineering,tatu,tatu_engineering_and_built_environment,Computer Engineering
tatu_engineering_and_built_environment_building_technology,tatu,tatu_engineering_and_built_environment,Building Technology
tatu_creative_arts_and_applied_design_graphic_design,tatu,tatu_creative_arts_and_applied_design,Graphic Design
tatu_creative_arts_and_applied_design_fashion_design,tatu,tatu_creative_arts_and_applied_design,Fashion Design
tatu_creative_arts_and_applied_design_industrial_art,tatu,tatu_creative_arts_and_applied_design,Industrial Art
tatu_creative_arts_and_applied_design_music_and_performing_arts,tatu,tatu_creative_arts_and_applied_design,Music and Performing Arts
tatu_hospitality_tourism_and_fashion_hospitality_management,tatu,tatu_hospitality_tourism_and_fashion,Hospitality Management
tatu_hospitality_tourism_and_fashion_tourism_management,tatu,tatu_hospitality_tourism_and_fashion,Tourism Management
tatu_hospitality_tourism_and_fashion_fashion_design_and_textiles,tatu,tatu_hospitality_tourism_and_fashion,Fashion Design and Textiles
cctu_applied_sciences_and_technology_applied_mathematics,cctu,cctu_applied_sciences_and_technology,Applied Mathematics
cctu_applied_sciences_and_technology_laboratory_technology,cctu,cctu_applied_sciences_and_technology,Laboratory Technology
cctu_applied_sciences_and_technology_statistics,cctu,cctu_applied_sciences_and_technology,Statistics
cctu_applied_sciences_and_technology_computer_science,cctu,cctu_applied_sciences_and_technology,Computer Science
cctu_applied_sciences_and_technology_food_technology,cctu,cctu_applied_sciences_and_technology,Food Technology
cctu_business_and_management_studies_accounting,cctu,cctu_business_and_management_studies,Accounting
cctu_business_and_management_studies_banking_and_finance,cctu,cctu_business_and_management_studies,Banking and Finance
cctu_business_and_management_studies_marketing,cctu,cctu_business_and_management_studies,Marketing
cctu_business_and_management_studies_human_resource_management,cctu,cctu_business_and_management_studies,Human Resource Management
cctu_business_and_management_studies_procurement_and_supply_chain,cctu,cctu_business_and_management_studies,Procurement and Supply Chain
cctu_business_and_management_studies_business_administration,cctu,cctu_business_and_management_studies,Business Administration
cctu_engineering_and_built_environment_civil_engineering,cctu,cctu_engineering_and_built_environment,Civil Engineering
cctu_engineering_and_built_environment_electrical_and_electronic_engineering,cctu,cctu_engineering_and_built_environment,Electrical and Electronic Engineering
cctu_engineering_and_built_environment_mechanical_engineering,cctu,cctu_engineering_and_built_environment,Mechanical Engineering
cctu_engineering_and_built_environment_computer_engineering,cctu,cctu_engineering_and_built_environment,Computer Engineering
cctu_engineering_and_built_environment_building_technology,cctu,cctu_engineering_and_built_environment,Building Technology
cctu_creative_arts_and_applied_design_graphic_design,cctu,cctu_creative_arts_and_applied_design,Graphic Design
cctu_creative_arts_and_applied_design_fashion_design,cctu,cctu_creative_arts_and_applied_design,Fashion Design
cctu_creative_arts_and_applied_design_industrial_art,cctu,cctu_creative_arts_and_applied_design,Industrial Art
cctu_creative_arts_and_applied_design_music_and_performing_arts,cctu,cctu_creative_arts_and_applied_design,Music and Performing Arts
cctu_hospitality_tourism_and_fashion_hospitality_management,cctu,cctu_hospitality_tourism_and_fashion,Hospitality Management
cctu_hospitality_tourism_and_fashion_tourism_management,cctu,cctu_hospitality_tourism_and_fashion,Tourism Management
cctu_hospitality_tourism_and_fashion_fashion_design_and_textiles,cctu,cctu_hospitality_tourism_and_fashion,Fashion Design and Textiles
stu_applied_sciences_and_technology_applied_mathematics,stu,stu_applied_sciences_and_technology,Applied Mathematics
stu_applied_sciences_and_technology_laboratory_technology,stu,stu_applied_sciences_and_technology,Laboratory Technology
stu_applied_sciences_and_technology_statistics,stu,stu_applied_sciences_and_technology,Statistics
stu_applied_sciences_and_technology_computer_science,stu,stu_applied_sciences_and_technology,Computer Science
stu_applied_sciences_and_technology_food_technology,stu,stu_applied_sciences_and_technology,Food Technology
stu_business_and_management_studies_accounting,stu,stu_business_and_management_studies,Accounting
stu_business_and_management_studies_banking_and_finance,stu,stu_business_and_management_studies,Banking and Finance
stu_business_and_management_studies_marketing,stu,stu_business_and_management_studies,Marketing
stu_business_and_management_studies_human_resource_management,stu,stu_business_and_management_studies,Human Resource Management
stu_business_and_management_studies_procurement_and_supply_chain,stu,stu_business_and_management_studies,Procurement and Supply Chain
stu_business_and_management_studies_business_administration,stu,stu_business_and_management_studies,Business Administration
stu_engineering_and_built_environment_civil_engineering,stu,stu_engineering_and_built_environment,Civil Engineering
stu_engineering_and_built_environment_electrical_and_electronic_engineering,stu,stu_engineering_and_built_environment,Electrical and Electronic Engineering
stu_engineering_and_built_environment_mechanical_engineering,stu,stu_engineering_and_built_environment,Mechanical Engineering
stu_engineering_and_built_environment_computer_engineering,stu,stu_engineering_and_built_environment,Computer Engineering
stu_engineering_and_built_environment_building_technology,stu,stu_engineering_and_built_environment,Building Technology
stu_creative_arts_and_applied_design_graphic_design,stu,stu_creative_arts_and_applied_design,Graphic Design
stu_creative_arts_and_applied_design_fashion_design,stu,stu_creative_arts_and_applied_design,Fashion Design
stu_creative_arts_and_applied_design_industrial_art,stu,stu_creative_arts_and_applied_design,Industrial Art
stu_creative_arts_and_applied_design_music_and_performing_arts,stu,stu_creative_arts_and_applied_design,Music and Performing Arts
stu_hospitality_tourism_and_fashion_hospitality_management,stu,stu_hospitality_tourism_and_fashion,Hospitality Management
stu_hospitality_tourism_and_fashion_tourism_management,stu,stu_hospitality_tourism_and_fashion,Tourism Management
stu_hospitality_tourism_and_fashion_fashion_design_and_textiles,stu,stu_hospitality_tourism_and_fashion,Fashion Design and Textiles
btu_applied_sciences_and_technology_applied_mathematics,btu,btu_applied_sciences_and_technology,Applied Mathematics
btu_applied_sciences_and_technology_laboratory_technology,btu,btu_applied_sciences_and_technology,Laboratory Technology
btu_applied_sciences_and_technology_statistics,btu,btu_applied_sciences_and_technology,Statistics
btu_applied_sciences_and_technology_computer_science,btu,btu_applied_sciences_and_technology,Computer Science
btu_applied_sciences_and_technology_food_technology,btu,btu_applied_sciences_and_technology,Food Technology
btu_business_and_management_studies_accounting,btu,btu_business_and_management_studies,Accounting
btu_business_and_management_studies_banking_and_finance,btu,btu_business_and_management_studies,Banking and Finance
btu_business_and_management_studies_marketing,btu,btu_business_and_management_studies,Marketing
btu_business_and_management_studies_human_resource_management,btu,btu_business_and_management_studies,Human Resource Management
btu_business_and_management_studies_procurement_and_supply_chain,btu,btu_business_and_management_studies,Procurement and Supply Chain
btu_business_and_management_studies_business_administration,btu,btu_business_and_management_studies,Business Administration
btu_engineering_and_built_environment_civil_engineering,btu,btu_engineering_and_built_environment,Civil Engineering
btu_engineering_and_built_environment_electrical_and_electronic_engineering,btu,btu_engineering_and_built_environment,Electrical and Electronic Engineering
btu_engineering_and_built_environment_mechanical_engineering,btu,btu_engineering_and_built_environment,Mechanical Engineering
btu_engineering_and_built_environment_computer_engineering,btu,btu_engineering_and_built_environment,Computer Engineering
